-11843.370592512973,12:59:16.988190
-39492.084181470214,12:59:16.991366
-57637.82538943355,12:59:16.991599
-55745.118109643285,12:59:17.036270
-45029.57035530519,12:59:17.036546
-33256.37705100645,12:59:17.039574
-24704.163976087766,12:59:17.039817
-20265.97212324378,12:59:17.042706
-15286.148576431668,12:59:17.042929
-3337.6262752548337,12:59:17.084494
9850.779070661942,12:59:17.084745
17126.301918474237,12:59:17.086867
21367.632820608243,12:59:17.087110
26109.89554063648,12:59:17.089512
29474.468686318025,12:59:17.089727
28195.50781717265,12:59:17.091928
27093.031751251194,12:59:17.092145
31126.27418141037,12:59:17.094492
38593.98775888488,12:59:17.094712
46798.829180906636,12:59:17.096882
51407.867523576286,12:59:17.097108
50814.37070328957,12:59:17.134188
47742.95185930325,12:59:17.134415
43141.48200840162,12:59:17.136230
38418.78741488985,12:59:17.136429
35324.372078867425,12:59:17.138022
29571.607581192726,12:59:17.138217
15649.193725755445,12:59:17.140135
-3211.413482465223,12:59:17.140331
-18596.43279459323,12:59:17.184532
-27435.42172650929,12:59:17.184778
-30949.9247571027,12:59:17.186599
-30645.56973977667,12:59:17.186814
-31483.21386700493,12:59:17.188407
-37452.011442201314,12:59:17.188624
-43857.96856292769,12:59:17.190151
-42024.41431419829,12:59:17.190354
-32958.87394454449,12:59:17.191985
-29759.977636801024,12:59:17.192203
-35896.240589992056,12:59:17.194403
-34808.35947954537,12:59:17.194615
-19178.29646890937,12:59:17.234074
-5589.479870984725,12:59:17.234322
-7351.89284291499,12:59:17.235897
-14649.088012529257,12:59:17.236102
-10490.903635391927,12:59:17.237697
-882.1514746900591,12:59:17.237895
-720.5651404191312,12:59:17.239489
-2620.1618079200375,12:59:17.239674
4692.566627826929,12:59:17.284683
13847.75301636024,12:59:17.285002
13365.555092928378,12:59:17.286688
8172.649062734794,12:59:17.286925
7777.548259023739,12:59:17.288926
11233.115747304459,12:59:17.289165
15676.552236392057,12:59:17.290984
18302.544094065746,12:59:17.291221
16105.623323076421,12:59:17.292803
11019.499624670341,12:59:17.293018
5826.932414089237,12:59:17.334299
4137.644346145822,12:59:17.334569
8606.952374015884,12:59:17.335954
12639.994034726755,12:59:17.336184
10193.580080226886,12:59:17.337685
4076.102289196472,12:59:17.337915
861.490326688805,12:59:17.339644
390.9634869442939,12:59:17.339877
-1087.6172592286675,12:59:17.341221
2086.573091269338,12:59:17.341444
7417.248688381834,12:59:17.342773
4439.032779152327,12:59:17.343001
-2342.3704717408386,12:59:17.383914
-1485.3092384380643,12:59:17.384146
8551.716045435267,12:59:17.385230
15305.196847870502,12:59:17.385427
11124.822023496528,12:59:17.386671
7310.864319452429,12:59:17.386837
13660.841350955752,12:59:17.387830
16567.461220815505,12:59:17.387995
7022.525105031374,12:59:17.433546
180.2701258613672,12:59:17.433776
96.25382416710454,12:59:17.435104
-1793.5107010230295,12:59:17.435302
-6092.792151627777,12:59:17.436564
-8295.558338572224,12:59:17.436758
-5783.69623139146,12:59:17.437869
-3461.8000394671817,12:59:17.438058
-6950.640578980555,12:59:17.439351
-13568.075073374954,12:59:17.439546
-14696.515001448413,12:59:17.440837
-10874.734866767749,12:59:17.441027
-11307.913386474842,12:59:17.442148
-11952.533467363644,12:59:17.442339
-6121.902890049053,12:59:17.443461
-1296.3186723906697,12:59:17.443638
-3593.6603655616864,12:59:17.444884
-5111.0082284851105,12:59:17.445061
1170.56624804862,12:59:17.483626
7025.70416483164,12:59:17.483854
3385.4380959833197,12:59:17.485030
-3611.9737696166667,12:59:17.485224
-1873.495617155512,12:59:17.486336
3270.047710798007,12:59:17.486526
39.42803715709874,12:59:17.487684
-5573.797940244921,12:59:17.487877
-3756.464387031722,12:59:17.534192
1473.1204758481665,12:59:17.534485
1428.2304009191707,12:59:17.536196
804.3039096472901,12:59:17.536446
6962.088169392272,12:59:17.537971
13006.841195159626,12:59:17.538200
12570.772374685643,12:59:17.584024
9036.311422019944,12:59:17.584319
6220.666292960717,12:59:17.585810
2571.6930179101028,12:59:17.586059
-3722.575217208354,12:59:17.587721
-4335.117721484016,12:59:17.587973
4862.801006009669,12:59:17.589478
9917.30076504392,12:59:17.589753
2325.330936249109,12:59:17.634197
-6402.857888292518,12:59:17.634494
-6005.479228602631,12:59:17.636035
-3535.0097260620896,12:59:17.636300
-6841.561167868812,12:59:17.637820
-8352.668625373726,12:59:17.638050
-1579.8227366478054,12:59:17.639412
4988.013196307533,12:59:17.639643
2698.9256856773136,12:59:17.640984
-2503.353992224149,12:59:17.641208
-1978.8143990731842,12:59:17.642552
-505.7269874048741,12:59:17.642757
-2199.8106063189234,12:59:17.684198
-2701.89572386664,12:59:17.684489
952.1133986968437,12:59:17.686050
4028.3675323831917,12:59:17.686304
-1045.381602893666,12:59:17.687776
-7687.089363132635,12:59:17.688006
-6731.130461149096,12:59:17.689359
-1957.9041056349636,12:59:17.689583
1156.5355096743801,12:59:17.733651
3782.71569241458,12:59:17.733881
8075.807682927388,12:59:17.735053
7894.219780590016,12:59:17.735253
263.9786712431555,12:59:17.736380
-4028.003290298886,12:59:17.736571
622.6205915989726,12:59:17.737685
3500.0600538677427,12:59:17.737876
-434.2708927333051,12:59:17.739138
-899.6523831555741,12:59:17.739337
4296.512770787068,12:59:17.740545
6583.691926280817,12:59:17.740773
3048.1726753346466,12:59:17.783856
-443.6496790450435,12:59:17.784111
2160.9844401734085,12:59:17.785362
3201.217899802001,12:59:17.785575
-3069.781852648604,12:59:17.786954
-9005.230075171254,12:59:17.787189
-8908.54562403521,12:59:17.788439
-5511.902772437736,12:59:17.788650
-5882.584843019043,12:59:17.834110
-7430.965600057997,12:59:17.834407
-4370.327437541882,12:59:17.835807
-1829.9040995647738,12:59:17.836041
-5026.992459735006,12:59:17.837374
-7882.338099829167,12:59:17.837605
-2815.1216874855577,12:59:17.838928
3150.073425169378,12:59:17.839176
1360.2428195023292,12:59:17.840527
-1485.5783925458577,12:59:17.840752
1206.7699210281753,12:59:17.842292
2840.2705918387283,12:59:17.842507
-735.9812820410511,12:59:17.883364
275.7378000098921,12:59:17.883674
8332.808074605384,12:59:17.884738
9199.247481137403,12:59:17.884917
1129.0190174955721,12:59:17.886020
-851.7121898642698,12:59:17.886184
4563.875233850392,12:59:17.887254
6247.6251600010055,12:59:17.887421
3932.238076811871,12:59:17.893327
4581.0985046416345,12:59:17.893505
5821.337703751146,12:59:17.894553
2537.675023778789,12:59:17.894719
503.80696326138263,12:59:17.895694
4548.335378977027,12:59:17.895945
8203.075465234979,12:59:17.896861
3503.182706017361,12:59:17.897012
-4502.9835187823455,12:59:17.897989
-3673.632123873969,12:59:17.898145
4602.758232094708,12:59:17.933801
8097.335512427602,12:59:17.934073
1906.4076385403291,12:59:17.935410
